_redis_id,_validation,bottle_distance_to_filler_value,bottle_level_value,conveyor_belt_engine_state,plc1_mode,plc2_mode,supply_pressure,tank_input_flow_value,tank_input_valve_position,tank_input_valve_state,tank_level_value,tank_output_flow_value,tank_output_valve_position,tank_output_valve_state,tank_pressure,timestamp,timestamp_iso,timestamp_unix_ms
1780441645108-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",102.0,0.0,1.0,1.0,1.0,2.5,0.0,0.0,0.0,434.30000000000996,0.0,0.0,0.0,0.04256140000000098,1780441645.1087017,2026-06-02 23:07:25,1780441645108.0
1780441645310-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",98.0,0.0,1.0,1.0,1.0,2.5,0.0,0.0,0.0,434.30000000000996,0.0,0.0,0.0,0.04256140000000098,1780441645.3101618,2026-06-02 23:07:25,1780441645310.0
1780441645512-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",98.0,0.0,1.0,1.0,1.0,2.5,0.0,0.0,0.0,434.30000000000996,0.0,0.0,0.0,0.04256140000000098,1780441645.5119345,2026-06-02 23:07:25,1780441645511.0
1780441645714-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",98.0,0.0,1.0,1.0,1.0,2.5,0.0,0.0,0.0,434.30000000000996,0.0,0.0,0.0,0.04256140000000098,1780441645.714324,2026-06-02 23:07:25,1780441645714.0
1780441645916-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",94.0,0.0,1.0,1.0,1.0,2.5,0.0,0.0,0.0,434.30000000000996,0.0,0.0,0.0,0.04256140000000098,1780441645.9160385,2026-06-02 23:07:25,1780441645916.0
1780441646118-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",94.0,0.0,1.0,1.0,1.0,2.5,0.0,0.0,0.0,434.30000000000996,0.0,0.0,0.0,0.04256140000000098,1780441646.1179457,2026-06-02 23:07:26,1780441646117.0
1780441646320-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",94.0,0.0,1.0,1.0,1.0,2.5,0.0,0.0,0.0,434.30000000000996,0.0,0.0,0.0,0.04256140000000098,1780441646.3199735,2026-06-02 23:07:26,1780441646319.0
1780441646524-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",90.0,0.0,1.0,1.0,1.0,2.5,0.0,0.0,0.0,434.30000000000996,0.0,0.0,0.0,0.04256140000000098,1780441646.5238788,2026-06-02 23:07:26,1780441646523.0
1780441646727-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",90.0,0.0,1.0,1.0,1.0,2.5,0.0,0.0,0.0,434.30000000000996,0.0,0.0,0.0,0.04256140000000098,1780441646.7274096,2026-06-02 23:07:26,1780441646727.0
1780441646930-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",90.0,0.0,1.0,1.0,1.0,2.5,0.0,0.0,0.0,434.30000000000996,0.0,0.0,0.0,0.04256140000000098,1780441646.9300423,2026-06-02 23:07:26,1780441646930.0
1780441647132-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",86.0,0.0,1.0,1.0,1.0,2.5,0.0,0.0,0.0,434.30000000000996,0.0,0.0,0.0,0.04256140000000098,1780441647.1317427,2026-06-02 23:07:27,1780441647131.0
1780441647333-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",86.0,0.0,1.0,1.0,1.0,2.5,0.0,0.0,0.0,434.30000000000996,0.0,0.0,0.0,0.04256140000000098,1780441647.3336687,2026-06-02 23:07:27,1780441647333.0
1780441647535-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",86.0,0.0,1.0,1.0,1.0,2.5,0.0,0.0,0.0,434.30000000000996,0.0,0.0,0.0,0.04256140000000098,1780441647.535229,2026-06-02 23:07:27,1780441647535.0
1780441647737-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",82.0,0.0,1.0,1.0,1.0,2.5,0.0,0.0,0.0,434.30000000000996,0.0,0.0,0.0,0.04256140000000098,1780441647.7375467,2026-06-02 23:07:27,1780441647737.0
1780441647940-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",82.0,0.0,1.0,1.0,1.0,2.5,0.0,0.0,0.0,434.30000000000996,0.0,0.0,0.0,0.04256140000000098,1780441647.9399965,2026-06-02 23:07:27,1780441647940.0
1780441648141-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",82.0,0.0,1.0,1.0,1.0,2.5,0.0,0.0,0.0,434.30000000000996,0.0,0.0,0.0,0.04256140000000098,1780441648.141548,2026-06-02 23:07:28,1780441648141.0
1780441648343-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",78.0,0.0,1.0,1.0,1.0,2.5,0.0,0.0,0.0,434.30000000000996,0.0,0.0,0.0,0.04256140000000098,1780441648.3432238,2026-06-02 23:07:28,1780441648343.0
