_redis_id,_validation,bottle_distance_to_filler_value,bottle_level_value,conveyor_belt_engine_state,plc1_mode,plc2_mode,supply_pressure,tank_input_flow_value,tank_input_valve_position,tank_input_valve_state,tank_level_value,tank_output_flow_value,tank_output_valve_position,tank_output_valve_state,tank_pressure,timestamp,timestamp_iso,timestamp_unix_ms
1780441560684-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",54.0,0.0,1.0,1.0,1.0,2.5,0.0,0.0,0.0,447.50000000000796,0.0,0.0,0.0,0.04385500000000078,1780441560.6844957,2026-06-02 23:06:00,1780441560684.0
1780441560886-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",54.0,0.0,1.0,1.0,1.0,2.5,0.0,0.0,0.0,447.50000000000796,0.0,0.0,0.0,0.04385500000000078,1780441560.8859868,2026-06-02 23:06:00,1780441560885.0
1780441561087-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",50.0,0.0,1.0,1.0,1.0,2.5,0.0,0.0,0.0,447.50000000000796,0.0,0.0,0.0,0.04385500000000078,1780441561.0872931,2026-06-02 23:06:01,1780441561087.0
1780441561289-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",50.0,0.0,1.0,1.0,1.0,2.5,0.0,0.0,0.0,447.50000000000796,0.0,0.0,0.0,0.04385500000000078,1780441561.2890162,2026-06-02 23:06:01,1780441561289.0
1780441561491-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",50.0,0.0,1.0,1.0,1.0,2.5,0.0,0.0,0.0,447.50000000000796,0.0,0.0,0.0,0.04385500000000078,1780441561.4912908,2026-06-02 23:06:01,1780441561491.0
1780441561693-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",46.0,0.0,1.0,1.0,1.0,2.5,0.0,0.0,0.0,447.50000000000796,0.0,0.0,0.0,0.04385500000000078,1780441561.692703,2026-06-02 23:06:01,1780441561692.0
1780441561895-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",46.0,0.0,1.0,1.0,1.0,2.5,0.0,0.0,0.0,447.50000000000796,0.0,0.0,0.0,0.04385500000000078,1780441561.8954391,2026-06-02 23:06:01,1780441561895.0
1780441562097-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",46.0,0.0,1.0,1.0,1.0,2.5,0.0,0.0,0.0,447.50000000000796,0.0,0.0,0.0,0.04385500000000078,1780441562.0968325,2026-06-02 23:06:02,1780441562096.0
1780441562298-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",42.0,0.0,1.0,1.0,1.0,2.5,0.0,0.0,0.0,447.50000000000796,0.0,0.0,0.0,0.04385500000000078,1780441562.2984023,2026-06-02 23:06:02,1780441562298.0
1780441562500-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",42.0,0.0,1.0,1.0,1.0,2.5,0.0,0.0,0.0,447.50000000000796,0.0,0.0,0.0,0.04385500000000078,1780441562.500478,2026-06-02 23:06:02,1780441562500.0
1780441562702-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",42.0,0.0,1.0,1.0,1.0,2.5,0.0,0.0,0.0,447.50000000000796,0.0,0.0,0.0,0.04385500000000078,1780441562.702497,2026-06-02 23:06:02,1780441562702.0
1780441562904-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",38.0,0.0,1.0,1.0,1.0,2.5,0.0,0.0,0.0,447.50000000000796,0.0,0.0,0.0,0.04385500000000078,1780441562.9043152,2026-06-02 23:06:02,1780441562904.0
1780441563105-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",38.0,0.0,1.0,1.0,1.0,2.5,0.0,0.0,0.0,447.50000000000796,0.0,0.0,0.0,0.04385500000000078,1780441563.1057982,2026-06-02 23:06:03,1780441563105.0
1780441563307-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",38.0,0.0,1.0,1.0,1.0,2.5,0.0,0.0,0.0,447.50000000000796,0.0,0.0,0.0,0.04385500000000078,1780441563.307322,2026-06-02 23:06:03,1780441563307.0
1780441563509-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",34.0,0.0,1.0,1.0,1.0,2.5,0.0,0.0,0.0,447.50000000000796,0.0,0.0,0.0,0.04385500000000078,1780441563.509415,2026-06-02 23:06:03,1780441563509.0
1780441563711-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",34.0,0.0,1.0,1.0,1.0,2.5,0.0,0.0,0.0,447.50000000000796,0.0,0.0,0.0,0.04385500000000078,1780441563.7108538,2026-06-02 23:06:03,1780441563710.0
1780441563912-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",34.0,0.0,1.0,1.0,1.0,2.5,0.0,0.0,0.0,447.50000000000796,0.0,0.0,0.0,0.04385500000000078,1780441563.9122488,2026-06-02 23:06:03,1780441563912.0
1780441564114-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",30.0,0.0,1.0,1.0,1.0,2.5,0.0,0.0,0.0,447.50000000000796,0.0,0.0,0.0,0.04385500000000078,1780441564.1139436,2026-06-02 23:06:04,1780441564113.0
1780441564315-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",30.0,0.0,1.0,1.0,1.0,2.5,0.0,0.0,0.0,447.50000000000796,0.0,0.0,0.0,0.04385500000000078,1780441564.3156164,2026-06-02 23:06:04,1780441564315.0
1780441564518-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",30.0,0.0,1.0,1.0,1.0,2.5,0.0,0.0,0.0,447.50000000000796,0.0,0.0,0.0,0.04385500000000078,1780441564.5180323,2026-06-02 23:06:04,1780441564518.0
1780441564719-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",26.0,0.0,1.0,1.0,1.0,2.5,0.0,0.0,0.0,447.50000000000796,0.0,0.0,0.0,0.04385500000000078,1780441564.719811,2026-06-02 23:06:04,1780441564719.0
1780441564921-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",26.0,0.0,1.0,1.0,1.0,2.5,0.0,0.0,0.0,447.50000000000796,0.0,0.0,0.0,0.04385500000000078,1780441564.9209497,2026-06-02 23:06:04,1780441564920.0
1780441565122-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",26.0,0.0,1.0,1.0,1.0,2.5,0.0,0.0,0.0,447.50000000000796,0.0,0.0,0.0,0.04385500000000078,1780441565.1222131,2026-06-02 23:06:05,1780441565122.0
1780441565323-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",22.0,0.0,0.0,1.0,1.0,2.5,0.0,0.0,0.0,447.50000000000796,0.0,0.025,1.0,0.04385500000000078,1780441565.323288,2026-06-02 23:06:05,1780441565323.0
1780441565525-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",22.0,0.0,0.0,1.0,1.0,2.5,0.0,0.0,0.0,447.50000000000796,0.0,0.07500000000000001,1.0,0.04385500000000078,1780441565.525436,2026-06-02 23:06:05,1780441565525.0
1780441565727-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",22.0,0.0,0.0,1.0,1.0,2.5,0.0,0.0,0.0,447.50000000000796,0.0,0.125,1.0,0.04385500000000078,1780441565.7276695,2026-06-02 23:06:05,1780441565727.0
1780441565929-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",22.0,0.0,0.0,1.0,1.0,2.5,0.0,0.0,0.0,447.350000000008,15.202892633672702,0.175,1.0,0.04385500000000078,1780441565.929152,2026-06-02 23:06:05,1780441565929.0
1780441566130-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",22.0,0.0,0.0,1.0,1.0,2.5,0.0,0.0,0.0,447.350000000008,15.241713659165583,0.22499999999999998,1.0,0.04385500000000078,1780441566.1305523,2026-06-02 23:06:06,1780441566130.0
1780441566332-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",22.0,0.0,0.0,1.0,1.0,2.5,0.0,0.0,0.0,447.350000000008,15.06691025518698,0.27499999999999997,1.0,0.04384030000000078,1780441566.331886,2026-06-02 23:06:06,1780441566331.0
1780441566534-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",22.0,4.520073076556094,0.0,1.0,1.0,2.5,0.0,0.0,0.0,447.200000000008,14.854464407807775,0.325,1.0,0.04384030000000078,1780441566.5340736,2026-06-02 23:06:06,1780441566534.0
1780441566736-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",22.0,4.520073076556094,0.0,1.0,1.0,2.5,0.0,0.0,0.0,447.200000000008,14.855730605033338,0.37500000000000006,1.0,0.04384030000000078,1780441566.7360418,2026-06-02 23:06:06,1780441566736.0
1780441566938-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",22.0,4.520073076556094,0.0,1.0,1.0,2.5,0.0,0.0,0.0,447.200000000008,15.054978425630614,0.4250000000000001,1.0,0.04382560000000078,1780441566.9378455,2026-06-02 23:06:06,1780441566937.0
1780441567139-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",22.0,9.036566604245278,0.0,1.0,1.0,2.5,0.0,0.0,0.0,447.050000000008,14.817115406554315,0.47500000000000014,1.0,0.04382560000000078,1780441567.1392908,2026-06-02 23:06:07,1780441567139.0
1780441567341-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",22.0,9.036566604245278,0.0,1.0,1.0,2.5,0.0,0.0,0.0,447.050000000008,14.644423841538279,0.5250000000000001,1.0,0.04381090000000079,1780441567.3412323,2026-06-02 23:06:07,1780441567341.0
1780441567544-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",22.0,9.036566604245278,0.0,1.0,1.0,2.5,0.0,0.0,0.0,447.050000000008,14.498675187563034,0.5750000000000002,1.0,0.04381090000000079,1780441567.5441234,2026-06-02 23:06:07,1780441567544.0
1780441567746-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",22.0,13.38616916051419,0.0,1.0,1.0,2.5,0.0,0.0,0.0,446.90000000000805,15.272459904300066,0.6250000000000002,1.0,0.04379620000000079,1780441567.7460363,2026-06-02 23:06:07,1780441567746.0
1780441567948-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",22.0,13.38616916051419,0.0,1.0,1.0,2.5,0.0,0.0,0.0,446.90000000000805,15.208838927592177,0.6750000000000003,1.0,0.04379620000000079,1780441567.947752,2026-06-02 23:06:07,1780441567947.0
1780441568149-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",22.0,13.38616916051419,0.0,1.0,1.0,2.5,0.0,0.0,0.0,446.90000000000805,14.866401065616605,0.7250000000000003,1.0,0.04379620000000079,1780441568.14957,2026-06-02 23:06:08,1780441568149.0
1780441568351-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",22.0,17.846089480199172,0.0,1.0,1.0,2.5,0.0,0.0,0.0,446.7500000000081,15.047049803467228,0.7750000000000004,1.0,0.04378150000000079,1780441568.3508618,2026-06-02 23:06:08,1780441568350.0
