process_time_seconds,process_time_hms,bottle_distance_to_filler_value,bottle_level_value,conveyor_belt_engine_state,plc1_mode,plc2_mode,supply_pressure,tank_input_flow_value,tank_input_valve_position,tank_input_valve_state,tank_level_value,tank_output_flow_value,tank_output_valve_position,tank_output_valve_state,tank_pressure,label_id
63400.115,17:36:40.115,0.3303303303303303,0.47997997997998,0,1,1,2.5,0.0,0.0,0,0.8955561065652807,0.9461087921280452,1.0,1,0.9555268132524206,0
63400.323,17:36:40.323,0.3303303303303303,0.47997997997998,0,1,1,2.5,0.0,0.0,0,0.8955561065652807,0.9430737647136218,1.0,1,0.9555268132524206,0
63400.536,17:36:40.536,0.3303303303303303,0.47997997997998,0,1,1,2.5,0.0,0.0,0,0.8955561065652807,0.920522336792876,1.0,1,0.9555268132524206,0
63400.743,17:36:40.743,0.3303303303303303,0.4908397452382481,0,1,1,2.5,0.0,0.0,0,0.8952163172346655,0.9413194651380632,1.0,1,0.9555268132524206,0
63400.952,17:36:40.952,0.3303303303303303,0.4908397452382481,0,1,1,2.5,0.0,0.0,0,0.8952163172346655,0.944190485114255,1.0,1,0.9555268132524206,0
63401.16,17:36:41.160,0.3303303303303303,0.4908397452382481,0,1,1,2.5,0.0,0.0,0,0.8952163172346655,0.9535050007815038,1.0,1,0.955228335489014,0
63401.369,17:36:41.369,0.3303303303303303,0.507466860027364,0,1,1,2.5,0.0,0.0,0,0.8948771780630185,0.9603892208909968,1.0,1,0.955228335489014,0
63401.582,17:36:41.582,0.3303303303303303,0.507466860027364,0,1,1,2.5,0.0,0.0,0,0.8948771780630185,0.9518092515020894,1.0,1,0.955228335489014,0
63401.798,17:36:41.798,0.3303303303303303,0.507466860027364,0,1,1,2.5,0.0,0.0,0,0.8948771780630185,0.9579560530506672,1.0,1,0.9549298577256072,0
63402.015,17:36:42.015,0.3303303303303303,0.5189402743315198,0,1,1,2.5,0.0,0.0,0,0.8945494166733103,0.932615422255156,1.0,1,0.9549298577256072,0
63402.225,17:36:42.225,0.3303303303303303,0.5189402743315198,0,1,1,2.5,0.0,0.0,0,0.8945494166733103,0.9302509943383276,1.0,1,0.9546313799622008,0
63402.435,17:36:42.435,0.3303303303303303,0.5189402743315198,0,1,1,2.5,0.0,0.0,0,0.894221655283602,0.9461087921280452,1.0,1,0.9546313799622008,0
63402.668,17:36:42.668,0.3303303303303303,0.5296658299838208,0,1,1,2.5,0.0,0.0,0,0.894221655283602,0.9371203927200958,1.0,1,0.9543329021987942,0
63402.877,17:36:42.877,0.3303303303303303,0.5296658299838208,0,1,1,2.5,0.0,0.0,0,0.894221655283602,0.9242935197406096,1.0,1,0.9543329021987942,0
63403.09,17:36:43.090,0.3303303303303303,0.5445122378383018,0,1,1,2.5,0.0,0.0,0,0.8933933933933933,0.9566907482237264,1.0,1,0.9540344244353876,0
63403.303,17:36:43.303,0.3303303303303303,0.5445122378383018,0,1,1,2.5,0.0,0.0,0,0.8933933933933933,0.965455334063783,1.0,1,0.9540344244353876,0
63403.522,17:36:43.522,0.3303303303303303,0.5445122378383018,0,1,1,2.5,0.0,0.0,0,0.8933933933933933,0.9434616839154388,1.0,1,0.9540344244353876,0
63403.734,17:36:43.734,0.3303303303303303,0.5581796753477419,0,1,1,2.5,0.0,0.0,0,0.8925561925561927,0.9553176576592244,1.0,1,0.9540344244353876,0
63403.952,17:36:43.952,0.3303303303303303,0.5581796753477419,0,1,1,2.5,0.0,0.0,0,0.8925561925561927,0.9689607350572662,1.0,1,0.9540344244353876,0
63404.172,17:36:44.172,0.3303303303303303,0.5581796753477419,0,1,1,2.5,0.0,0.0,0,0.8925561925561927,0.9687228169520756,1.0,1,0.9537359466719808,0
63404.384,17:36:44.384,0.3303303303303303,0.572110117997271,0,1,1,2.5,0.0,0.0,0,0.8922194922194924,0.9320935161362058,1.0,1,0.9537359466719808,0
63404.6,17:36:44.600,0.3303303303303303,0.572110117997271,0,1,1,2.5,0.0,0.0,0,0.8922194922194924,0.9387411078406898,1.0,1,0.9534374689085744,0
63404.812,17:36:44.812,0.3303303303303303,0.572110117997271,0,1,1,2.5,0.0,0.0,0,0.8922194922194924,0.9405590175462712,1.0,1,0.9534374689085744,0
63405.041,17:36:45.041,0.3303303303303303,0.5851578466736091,0,1,1,2.5,0.0,0.0,0,0.8918785452118787,0.9385769823791744,1.0,1,0.9534374689085744,0
63405.251,17:36:45.251,0.3303303303303303,0.5851578466736091,0,1,1,2.5,0.0,0.0,0,0.8918785452118787,0.9277065453685508,1.0,1,0.9531389911451676,0
63405.462,17:36:45.462,0.3303303303303303,0.599651736232768,0,1,1,2.5,0.0,0.0,0,0.8913847180513849,0.9539131587063986,1.0,1,0.9531389911451676,0
63405.675,17:36:45.675,0.3303303303303303,0.599651736232768,0,1,1,2.5,0.0,0.0,0,0.8913847180513849,0.9530302625535798,1.0,1,0.9528405133817608,0
63405.89,17:36:45.890,0.3303303303303303,0.599651736232768,0,1,1,2.5,0.0,0.0,0,0.8913847180513849,0.952480769894491,1.0,1,0.9528405133817608,0
63406.107,17:36:46.107,0.3303303303303303,0.6133602733249311,0,1,1,2.5,0.0,0.0,0,0.8908908908908909,0.9510865678651272,1.0,1,0.9525420356183544,0
63406.319,17:36:46.319,0.3303303303303303,0.6133602733249311,0,1,1,2.5,0.0,0.0,0,0.8908908908908909,0.949346510870478,1.0,1,0.9525420356183544,0
63406.535,17:36:46.535,0.3303303303303303,0.6133602733249311,0,1,1,2.5,0.0,0.0,0,0.8908908908908909,0.9298051473113012,1.0,1,0.9525420356183544,0
63406.754,17:36:46.754,0.3303303303303303,0.6268643765201146,0,1,1,2.5,0.0,0.0,0,0.8903903903903907,0.9542181898155456,1.0,1,0.9525420356183544,0
63406.967,17:36:46.967,0.3303303303303303,0.6268643765201146,0,1,1,2.5,0.0,0.0,0,0.8903903903903907,0.9798957055878572,1.0,1,0.9525420356183544,0
63407.185,17:36:47.185,0.3303303303303303,0.6268643765201146,0,1,1,2.5,0.0,0.0,0,0.8903903903903907,0.9761856711481304,1.0,1,0.9522435578549476,0
63407.397,17:36:47.397,0.3303303303303303,0.6394914874916289,0,1,1,2.5,0.0,0.0,0,0.8898898898898899,0.9405555201643748,1.0,1,0.9522435578549476,0
63407.612,17:36:47.612,0.3303303303303303,0.6394914874916289,0,1,1,2.5,0.0,0.0,0,0.8898898898898899,0.933763759794748,1.0,1,0.9519450800915412,0
63407.823,17:36:47.823,0.3303303303303303,0.6394914874916289,0,1,1,2.5,0.0,0.0,0,0.8898898898898899,0.9445239869647292,1.0,1,0.9519450800915412,0
63408.039,17:36:48.039,0.3303303303303303,0.6541530920772902,0,1,1,2.5,0.0,0.0,0,0.8895562228895563,0.9325042297372116,1.0,1,0.9519450800915412,0
63408.259,17:36:48.259,0.3303303303303303,0.6541530920772902,0,1,1,2.5,0.0,0.0,0,0.8895562228895563,0.9240880640652828,1.0,1,0.9516466023281344,0
63408.477,17:36:48.477,0.3303303303303303,0.6671483382933395,0,1,1,2.5,0.0,0.0,0,0.8892225558892225,0.9492350406311773,1.0,1,0.9516466023281344,0
63408.687,17:36:48.687,0.3303303303303303,0.6671483382933395,0,1,1,2.5,0.0,0.0,0,0.8892225558892225,0.9545461471957536,1.0,1,0.9513481245647278,0
63408.903,17:36:48.903,0.3303303303303303,0.6671483382933395,0,1,1,2.5,0.0,0.0,0,0.8892225558892225,0.943757934120424,1.0,1,0.9513481245647278,0
63409.115,17:36:49.115,0.3303303303303303,0.6820458816950656,0,1,1,2.5,0.0,0.0,0,0.8888888888888888,0.9340809691199848,1.0,1,0.9510496468013212,0
63409.332,17:36:49.332,0.3303303303303303,0.6820458816950656,0,1,1,2.5,0.0,0.0,0,0.8888888888888888,0.9324431168176368,1.0,1,0.9510496468013212,0
63409.542,17:36:49.542,0.3303303303303303,0.6820458816950656,0,1,1,2.5,0.0,0.0,0,0.8888888888888888,0.932358087547974,1.0,1,0.9510496468013212,0
63409.761,17:36:49.761,0.3303303303303303,0.6969031104546121,0,1,1,2.5,0.0,0.0,0,0.8883883883883883,0.9491824342630892,1.0,1,0.9510496468013212,0
63409.978,17:36:49.978,0.3303303303303303,0.6969031104546121,0,1,1,2.5,0.0,0.0,0,0.8883883883883883,0.9547530640204768,1.0,1,0.9510496468013212,0
63410.192,17:36:50.192,0.3303303303303303,0.6969031104546121,0,1,1,2.5,0.0,0.0,0,0.8883883883883883,0.9763242640261662,1.0,1,0.9507511690379148,0
63410.407,17:36:50.407,0.3303303303303303,0.7101108676626419,0,1,1,2.5,0.0,0.0,0,0.8868868868868869,0.943473410991856,1.0,1,0.9507511690379148,0
63410.624,17:36:50.624,0.3303303303303303,0.7101108676626419,0,1,1,2.5,0.0,0.0,0,0.8868868868868869,0.9500892489808987,1.0,1,0.950452691274508,0
63410.835,17:36:50.835,0.3303303303303303,0.7101108676626419,0,1,1,2.5,0.0,0.0,0,0.8868868868868869,0.9461087921280452,1.0,1,0.950452691274508,0
63411.051,17:36:51.051,0.3303303303303303,0.7240011895089743,0,1,1,2.5,0.0,0.0,0,0.8838838838838838,0.9503133884471492,1.0,1,0.950452691274508,0
63411.259,17:36:51.259,0.3303303303303303,0.7240011895089743,0,1,1,2.5,0.0,0.0,0,0.8838838838838838,0.9449884492093856,1.0,1,0.9501542135111014,0
63411.466,17:36:51.466,0.3303303303303303,0.7389047592621667,0,1,1,2.5,0.0,0.0,0,0.8823823823823822,0.9461087921280452,1.0,1,0.9501542135111014,0
63411.673,17:36:51.673,0.3303303303303303,0.7389047592621667,0,1,1,2.5,0.0,0.0,0,0.8823823823823822,0.9434984135328466,1.0,1,0.9498557357476948,0
63411.88,17:36:51.880,0.3303303303303303,0.7389047592621667,0,1,1,2.5,0.0,0.0,0,0.8823823823823822,0.9258952815430128,1.0,1,0.9498557357476948,0
63412.097,17:36:52.097,0.3303303303303303,0.751285366589767,0,1,1,2.5,0.0,0.0,0,0.8818818818818819,0.9446741462898968,1.0,1,0.949557257984288,0
63412.305,17:36:52.305,0.3303303303303303,0.751285366589767,0,1,1,2.5,0.0,0.0,0,0.8818818818818819,0.9590610311742088,1.0,1,0.949557257984288,0
63412.512,17:36:52.512,0.3303303303303303,0.751285366589767,0,1,1,2.5,0.0,0.0,0,0.8818818818818819,0.9627613470378252,1.0,1,0.949557257984288,0
63412.72,17:36:52.720,0.3303303303303303,0.7654916250438073,0,1,1,2.5,0.0,0.0,0,0.8814150284738516,0.955139976714348,1.0,1,0.949557257984288,0
63412.929,17:36:52.929,0.3303303303303303,0.7654916250438073,0,1,1,2.5,0.0,0.0,0,0.8814150284738516,0.9438699642800858,1.0,1,0.949557257984288,0
63413.138,17:36:53.138,0.3303303303303303,0.7654916250438073,0,1,1,2.5,0.0,0.0,0,0.8814150284738516,0.92404198344176,1.0,1,0.9492587802208816,0
63413.347,17:36:53.347,0.3303303303303303,0.7790768942347432,0,1,1,2.5,0.0,0.0,0,0.8809481750658212,0.941268197340668,1.0,1,0.9492587802208816,0
63413.558,17:36:53.558,0.3303303303303303,0.7790768942347432,0,1,1,2.5,0.0,0.0,0,0.8809481750658212,0.943185847284628,1.0,1,0.9492587802208816,0
63413.765,17:36:53.765,0.3303303303303303,0.7790768942347432,0,1,1,2.5,0.0,0.0,0,0.8809481750658212,0.938999843235384,1.0,1,0.9489603024574748,0
63413.973,17:36:53.973,0.3303303303303303,0.7917150919166184,0,1,1,2.5,0.0,0.0,0,0.8806586960792564,0.9566534190856892,1.0,1,0.9489603024574748,0
63414.182,17:36:54.182,0.3303303303303303,0.7917150919166184,0,1,1,2.5,0.0,0.0,0,0.8806586960792564,0.9685178220746232,1.0,1,0.948661824694068,0
63414.389,17:36:54.389,0.3303303303303303,0.7917150919166184,0,1,1,2.5,0.0,0.0,0,0.8806586960792564,0.9676045480217722,1.0,1,0.948661824694068,0
63414.6,17:36:54.600,0.3303303303303303,0.8063960102369608,0,1,1,2.5,0.0,0.0,0,0.8803990906794643,0.934528836681565,1.0,1,0.9483633469306616,0
63414.815,17:36:54.815,0.3303303303303303,0.8063960102369608,0,1,1,2.5,0.0,0.0,0,0.8803990906794643,0.932547946407938,1.0,1,0.9483633469306616,0
63415.027,17:36:55.027,0.3303303303303303,0.8063960102369608,0,1,1,2.5,0.0,0.0,0,0.8803990906794643,0.9351752582556478,1.0,1,0.9483633469306616,0
63415.239,17:36:55.239,0.3303303303303303,0.8193042219075958,0,1,1,2.5,0.0,0.0,0,0.8801394852796722,0.9575862709484396,1.0,1,0.948064869167255,0
63415.452,17:36:55.452,0.3303303303303303,0.8193042219075958,0,1,1,2.5,0.0,0.0,0,0.8801394852796722,0.9485415051140969,1.0,1,0.948064869167255,0
63415.67,17:36:55.670,0.3303303303303303,0.8319296576344354,0,1,1,2.5,0.0,0.0,0,0.8798798798798799,0.9461087921280452,1.0,1,0.948064869167255,0
63415.881,17:36:55.881,0.3303303303303303,0.8319296576344354,0,1,1,2.5,0.0,0.0,0,0.8798798798798799,0.9374086613647208,1.0,1,0.948064869167255,0
63416.098,17:36:56.098,0.3303303303303303,0.8319296576344354,0,1,1,2.5,0.0,0.0,0,0.8798798798798799,0.9452962186329692,1.0,1,0.948064869167255,0
63416.304,17:36:56.304,0.3303303303303303,0.8436606373392826,0,1,1,2.5,0.0,0.0,0,0.8795559407804306,0.9461087921280452,1.0,1,0.9477663914038484,0
63416.514,17:36:56.514,0.3303303303303303,0.8436606373392826,0,1,1,2.5,0.0,0.0,0,0.8795559407804306,0.953433966844228,1.0,1,0.9477663914038484,0
63416.725,17:36:56.725,0.3303303303303303,0.8436606373392826,0,1,1,2.5,0.0,0.0,0,0.8795559407804306,0.9506274250331466,1.0,1,0.9474679136404416,0
63416.941,17:36:56.941,0.3303303303303303,0.857827617666602,0,1,1,2.5,0.0,0.0,0,0.8792320016809815,0.9461897952588229,1.0,1,0.9474679136404416,0
63417.153,17:36:57.153,0.3303303303303303,0.857827617666602,0,1,1,2.5,0.0,0.0,0,0.8792320016809815,0.937531791993203,1.0,1,0.9471694358770352,0
63417.362,17:36:57.362,0.3303303303303303,0.857827617666602,0,1,1,2.5,0.0,0.0,0,0.8792320016809815,0.9361794462794176,1.0,1,0.9471694358770352,0
63417.569,17:36:57.569,0.3303303303303303,0.8697620503137299,0,1,1,2.5,0.0,0.0,0,0.8789080625815321,0.9559191028721556,1.0,1,0.9471694358770352,0
63417.776,17:36:57.776,0.3303303303303303,0.8697620503137299,0,1,1,2.5,0.0,0.0,0,0.8789080625815321,0.9445311609683104,1.0,1,0.9468709581136284,0
63417.984,17:36:57.984,0.3303303303303303,0.8697620503137299,0,1,1,2.5,0.0,0.0,0,0.8789080625815321,0.9329972860356108,1.0,1,0.9468709581136284,0
63418.192,17:36:58.192,0.3303303303303303,0.8832985964212241,0,1,1,2.5,0.0,0.0,0,0.8773773773773774,0.956758165109788,1.0,1,0.946572480350222,0
63418.402,17:36:58.402,0.3303303303303303,0.8832985964212241,0,1,1,2.5,0.0,0.0,0,0.8773773773773774,0.949005929610476,1.0,1,0.946572480350222,0
63418.612,17:36:58.612,0.3303303303303303,0.8832985964212241,0,1,1,2.5,0.0,0.0,0,0.8773773773773774,0.955283280763326,1.0,1,0.946572480350222,0
63418.819,17:36:58.819,0.3303303303303303,0.8974141345557418,0,1,1,2.5,0.0,0.0,0,0.8754417682989114,0.9430667744251592,1.0,1,0.946572480350222,0
63419.028,17:36:59.028,0.3303303303303303,0.8974141345557418,0,1,1,2.5,0.0,0.0,0,0.8754417682989114,0.9334836062048458,1.0,1,0.946572480350222,0
63419.247,17:36:59.247,0.3303303303303303,0.8974141345557418,1,1,1,2.5,0.0,0.0,0,0.8754417682989114,0.9461087921280452,1.0,1,0.9462740025868152,0
63419.459,17:36:59.459,0.3303303303303303,0.9268217172771052,1,1,1,2.5,0.0,0.0,0,0.8738738738738738,0.945101702768114,0.975,0,0.9462740025868152,0
63419.676,17:36:59.676,0.3303303303303303,0.9268217172771052,1,1,1,2.5,0.0,0.0,0,0.8738738738738738,0.941950343926466,0.925,0,0.9459755248234086,0
63419.891,17:36:59.891,0.091091091091091,0.9268217172771052,1,1,1,2.5,0.0,0.0,0,0.8738738738738738,0.0,0.8749999999999999,0,0.9459755248234086,0
63420.112,17:37:00.112,0.091091091091091,0.9268217172771052,1,1,1,2.5,0.0,0.0,0,0.8738738738738738,0.0,0.7999999999999998,0,0.9459755248234086,0
63420.321,17:37:00.321,0.091091091091091,0.9268217172771052,1,1,1,2.5,0.0,0.0,0,0.8738738738738738,0.0,0.7499999999999998,0,0.9459755248234086,0
63420.535,17:37:00.535,0.061061061061061,0.9268217172771052,1,1,1,2.5,0.0,0.0,0,0.8738738738738738,0.0,0.6999999999999997,0,0.9459755248234086,0
63420.754,17:37:00.754,0.061061061061061,0.9268217172771052,1,1,1,2.5,0.0,0.0,0,0.8738738738738738,0.0,0.6499999999999997,0,0.9459755248234086,0
63420.973,17:37:00.973,0.061061061061061,0.9268217172771052,1,1,1,2.5,0.0,0.0,0,0.8738738738738738,0.0,0.5999999999999996,0,0.9459755248234086,0
63421.183,17:37:01.183,0.0465465465465465,0.9268217172771052,1,1,1,2.5,0.0,0.0,0,0.8738738738738738,0.0,0.5499999999999996,0,0.9459755248234086,0
63421.4,17:37:01.400,0.0465465465465465,0.9268217172771052,1,1,1,2.5,0.0,0.0,0,0.8738738738738738,0.0,0.4999999999999995,0,0.9459755248234086,0
63421.609,17:37:01.609,0.0465465465465465,0.9268217172771052,1,1,1,2.5,0.0,0.0,0,0.8738738738738738,0.0,0.4499999999999995,0,0.9459755248234086,0
63421.819,17:37:01.819,0.0335335335335335,0.9268217172771052,1,1,1,2.5,0.0,0.0,0,0.8738738738738738,0.0,0.3749999999999994,0,0.9459755248234086,0
63422.028,17:37:02.028,0.0335335335335335,0.9268217172771052,1,1,1,2.5,0.0,0.0,0,0.8738738738738738,0.0,0.3249999999999994,0,0.9459755248234086,0
63422.236,17:37:02.236,0.0335335335335335,0.9268217172771052,1,1,1,2.5,0.0,0.0,0,0.8738738738738738,0.0,0.2749999999999993,0,0.9459755248234086,0
63422.445,17:37:02.445,0.02002002002002,0.9268217172771052,1,1,1,2.5,0.0,0.0,0,0.8738738738738738,0.0,0.2249999999999993,0,0.9459755248234086,0
63422.657,17:37:02.657,0.02002002002002,0.9268217172771052,1,1,1,2.5,0.0,0.0,0,0.8738738738738738,0.0,0.1749999999999993,0,0.9459755248234086,0
63422.866,17:37:02.866,0.02002002002002,0.9268217172771052,1,1,1,2.5,0.0,0.0,0,0.8738738738738738,0.0,0.1249999999999993,0,0.9459755248234086,0
63423.074,17:37:03.074,0.0,0.9268217172771052,1,1,1,2.5,0.0,0.0,0,0.8738738738738738,0.0,0.0749999999999994,0,0.9459755248234086,0
63423.281,17:37:03.281,0.0,0.9268217172771052,1,1,1,2.5,0.0,0.0,0,0.8738738738738738,0.0,0.0249999999999993,0,0.9459755248234086,0
63423.493,17:37:03.493,1.0,0.0,1,1,1,2.5,0.0,0.0,0,0.8738738738738738,0.0,0.0,0,0.9459755248234086,0
63423.707,17:37:03.707,1.0,0.0,1,1,1,2.5,0.0,0.0,0,0.8738738738738738,0.0,0.0,0,0.9459755248234086,0
63423.916,17:37:03.916,1.0,0.0,1,1,1,2.5,0.0,0.0,0,0.8738738738738738,0.0,0.0,0,0.9459755248234086,0
63424.138,17:37:04.138,0.975975975975976,0.0,1,1,1,2.5,0.0,0.0,0,0.8738738738738738,0.0,0.0,0,0.9459755248234086,0
63424.346,17:37:04.346,0.975975975975976,0.0,1,1,1,2.5,0.0,0.0,0,0.8738738738738738,0.0,0.0,0,0.9459755248234086,0
63424.553,17:37:04.553,0.975975975975976,0.0,1,1,1,2.5,0.0,0.0,0,0.8738738738738738,0.0,0.0,0,0.9459755248234086,0
63424.761,17:37:04.761,0.9634634634634636,0.0,1,1,1,2.5,0.0,0.0,0,0.8738738738738738,0.0,0.0,0,0.9459755248234086,0
63424.971,17:37:04.971,0.9634634634634636,0.0,1,1,1,2.5,0.0,0.0,0,0.8738738738738738,0.0,0.0,0,0.9459755248234086,0
63425.179,17:37:05.179,0.9634634634634636,0.0,1,1,1,2.5,0.0,0.0,0,0.8738738738738738,0.0,0.0,0,0.9459755248234086,0
63425.386,17:37:05.386,0.9504504504504504,0.0,1,1,1,2.5,0.0,0.0,0,0.8738738738738738,0.0,0.0,0,0.9459755248234086,0
63425.593,17:37:05.593,0.9504504504504504,0.0,1,1,1,2.5,0.0,0.0,0,0.8738738738738738,0.0,0.0,0,0.9459755248234086,0
63425.8,17:37:05.800,0.9504504504504504,0.0,1,1,1,2.5,0.0,0.0,0,0.8738738738738738,0.0,0.0,0,0.9459755248234086,0
63426.008,17:37:06.008,0.935935935935936,0.0,1,1,1,2.5,0.0,0.0,0,0.8738738738738738,0.0,0.0,0,0.9459755248234086,0
63426.22,17:37:06.220,0.935935935935936,0.0,1,1,1,2.5,0.0,0.0,0,0.8738738738738738,0.0,0.0,0,0.9459755248234086,0
63426.431,17:37:06.431,0.935935935935936,0.0,1,1,1,2.5,0.0,0.0,0,0.8738738738738738,0.0,0.0,0,0.9459755248234086,0
63426.652,17:37:06.652,0.9229229229229228,0.0,1,1,1,2.5,0.0,0.0,0,0.8738738738738738,0.0,0.0,0,0.9459755248234086,0
63426.87,17:37:06.870,0.9229229229229228,0.0,1,1,1,2.5,0.0,0.0,0,0.8738738738738738,0.0,0.0,0,0.9459755248234086,0
63427.086,17:37:07.086,0.9104104104104104,0.0,1,1,1,2.5,0.0,0.0,0,0.8738738738738738,0.0,0.0,0,0.9459755248234086,0
63427.304,17:37:07.304,0.9104104104104104,0.0,1,1,1,2.5,0.0,0.0,0,0.8738738738738738,0.0,0.0,0,0.9459755248234086,0
63427.519,17:37:07.519,0.9104104104104104,0.0,1,1,1,2.5,0.0,0.0,0,0.8738738738738738,0.0,0.0,0,0.9459755248234086,0
63427.729,17:37:07.729,0.8978978978978979,0.0,1,1,1,2.5,0.0,0.0,0,0.8738738738738738,0.0,0.0,0,0.9459755248234086,0
63427.945,17:37:07.945,0.8978978978978979,0.0,1,1,1,2.5,0.0,0.0,0,0.8738738738738738,0.0,0.0,0,0.9459755248234086,0
63428.152,17:37:08.152,0.8978978978978979,0.0,1,1,1,2.5,0.0,0.0,0,0.8738738738738738,0.0,0.0,0,0.9459755248234086,0
63428.359,17:37:08.359,0.8853853853853855,0.0,1,1,1,2.5,0.0,0.0,0,0.8738738738738738,0.0,0.0,0,0.9459755248234086,0
63428.568,17:37:08.568,0.8853853853853855,0.0,1,1,1,2.5,0.0,0.0,0,0.8738738738738738,0.0,0.0,0,0.9459755248234086,0
