_redis_id,_validation,bottle_distance_to_filler_value,bottle_level_value,conveyor_belt_engine_state,plc1_mode,plc2_mode,supply_pressure,tank_input_flow_value,tank_input_valve_position,tank_input_valve_state,tank_level_value,tank_output_flow_value,tank_output_valve_position,tank_output_valve_state,tank_pressure,timestamp,timestamp_iso,timestamp_unix_ms
1780423988883-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",18.0,130.51878415979007,0.0,1.0,1.0,2.5,14.811358760518964,1.0,1.0,324.5000000000266,15.006927657043523,1.0,1.0,0.031801000000002605,1780423988.883211,2026-06-02 18:13:08,1780423988883.0
1780423989085-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",18.0,130.51878415979007,0.0,1.0,1.0,2.5,14.551804929147165,1.0,1.0,324.5000000000266,14.912371850160234,1.0,1.0,0.031801000000002605,1780423989.0855505,2026-06-02 18:13:09,1780423989085.0
1780423989287-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",18.0,135.01878415979007,0.0,1.0,1.0,2.5,15.10127797157304,1.0,1.0,324.5000000000266,14.917402118512719,1.0,1.0,0.031801000000002605,1780423989.2871513,2026-06-02 18:13:09,1780423989287.0
1780423989488-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",18.0,135.01878415979007,0.0,1.0,1.0,2.5,14.813734518724365,1.0,1.0,324.5000000000266,14.919834641547673,1.0,1.0,0.031801000000002605,1780423989.4887104,2026-06-02 18:13:09,1780423989488.0
1780423989692-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",18.0,135.01878415979007,0.0,1.0,1.0,2.5,14.939755855262817,1.0,1.0,324.5000000000266,14.96975012911642,1.0,1.0,0.031801000000002605,1780423989.6917002,2026-06-02 18:13:09,1780423989691.0
1780423989895-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",18.0,139.51878415979007,0.0,1.0,1.0,2.5,15.070822384165528,1.0,1.0,324.5000000000266,15.079102970625783,1.0,1.0,0.031801000000002605,1780423989.8953037,2026-06-02 18:13:09,1780423989895.0
1780423990098-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",18.0,139.51878415979007,0.0,1.0,1.0,2.5,14.957265624582979,1.0,1.0,324.5000000000266,15.395854740680804,1.0,1.0,0.031801000000002605,1780423990.097996,2026-06-02 18:13:10,1780423990098.0
1780423990299-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",18.0,139.51878415979007,0.0,1.0,1.0,2.5,15.125771886241234,1.0,1.0,324.5000000000266,15.606775806372443,1.0,1.0,0.031801000000002605,1780423990.2995589,2026-06-02 18:13:10,1780423990299.0
1780423990501-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",18.0,144.01878415979007,0.0,1.0,1.0,2.5,15.012375402060151,1.0,1.0,324.5000000000266,14.986871848666786,1.0,1.0,0.031801000000002605,1780423990.5009758,2026-06-02 18:13:10,1780423990500.0
1780423990702-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",18.0,144.01878415979007,0.0,1.0,1.0,2.5,14.709355333362584,1.0,1.0,324.5000000000266,15.182528003307949,1.0,1.0,0.031801000000002605,1780423990.7025397,2026-06-02 18:13:10,1780423990702.0
1780423990905-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",18.0,144.01878415979007,0.0,1.0,1.0,2.5,14.390428699539935,1.0,1.0,324.5000000000266,15.210286238954689,1.0,1.0,0.031801000000002605,1780423990.905229,2026-06-02 18:13:10,1780423990905.0
1780423991108-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",18.0,148.51878415979007,0.0,1.0,1.0,2.5,15.126820549930843,1.0,1.0,324.5000000000266,14.82228820932387,1.0,1.0,0.031801000000002605,1780423991.1087573,2026-06-02 18:13:11,1780423991108.0
1780423991310-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",18.0,148.51878415979007,0.0,1.0,1.0,2.5,15.409850432991192,1.0,1.0,324.5000000000266,14.899992891002514,1.0,1.0,0.031801000000002605,1780423991.3100238,2026-06-02 18:13:11,1780423991310.0
1780423991511-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",18.0,148.51878415979007,0.0,1.0,1.0,2.5,15.540268831915357,1.0,1.0,324.5000000000266,14.908209685742035,1.0,1.0,0.031801000000002605,1780423991.5114403,2026-06-02 18:13:11,1780423991511.0
1780423991713-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",18.0,153.01878415979007,0.0,1.0,1.0,2.5,14.902197515973791,1.0,1.0,324.5000000000266,14.918350719668165,1.0,1.0,0.031801000000002605,1780423991.713302,2026-06-02 18:13:11,1780423991713.0
1780423991713-1,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",18.0,153.01878415979007,0.0,1.0,1.0,2.5,14.782443786695348,1.0,1.0,324.5000000000266,14.634179532844824,1.0,1.0,0.031801000000002605,1780423991.5074403,2026-06-02 18:13:11,1780423991507.0
1780423991713-2,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",18.0,153.01878415979007,0.0,1.0,1.0,2.5,14.7455102736098,1.0,1.0,324.5000000000266,14.661556294758014,1.0,1.0,0.031801000000002605,1780423990.5884836,2026-06-02 18:13:10,1780423990588.0
1780423991713-3,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",18.0,157.51878415979007,0.0,1.0,1.0,2.5,14.950607229798628,1.0,1.0,324.5000000000266,15.197215289020647,1.0,1.0,0.031801000000002605,1780423990.7896528,2026-06-02 18:13:10,1780423990789.0
1780423991713-4,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",18.0,157.51878415979007,0.0,1.0,1.0,2.5,15.20494009040262,1.0,1.0,324.5000000000266,15.014703208145466,1.0,1.0,0.031801000000002605,1780423990.9919553,2026-06-02 18:13:10,1780423990991.0
1780423991713-5,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",18.0,157.51878415979007,0.0,1.0,1.0,2.5,15.329313175524529,1.0,1.0,324.5000000000266,14.893050766995414,1.0,1.0,0.031801000000002605,1780423991.195502,2026-06-02 18:13:11,1780423991195.0
1780423991713-6,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",18.0,162.01878415979007,0.0,1.0,1.0,2.5,15.168232185639296,1.0,1.0,324.5000000000266,14.919509281907743,1.0,1.0,0.031801000000002605,1780423991.3987029,2026-06-02 18:13:11,1780423991398.0
1780423991713-7,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",18.0,162.01878415979007,0.0,1.0,1.0,2.5,15.21130510159873,1.0,1.0,324.5000000000266,14.879320273678335,1.0,1.0,0.031801000000002605,1780423991.6005423,2026-06-02 18:13:11,1780423991600.0
1780423991801-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",18.0,162.01878415979007,0.0,1.0,1.0,2.5,15.23279500828127,1.0,1.0,324.5000000000266,15.09104161056709,1.0,1.0,0.031801000000002605,1780423991.8017745,2026-06-02 18:13:11,1780423991801.0
1780423992003-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",18.0,166.51878415979007,0.0,1.0,1.0,2.5,15.040930639984856,1.0,1.0,324.5000000000266,15.084618421312795,1.0,1.0,0.031801000000002605,1780423992.0037117,2026-06-02 18:13:11,1780423992003.0
1780423992205-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",18.0,166.51878415979007,0.0,1.0,1.0,2.5,15.27276067913773,1.0,1.0,324.5000000000266,14.994711706010879,1.0,1.0,0.031801000000002605,1780423992.2055728,2026-06-02 18:13:12,1780423992205.0
1780423992408-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",18.0,166.51878415979007,0.0,1.0,1.0,2.5,15.366480383617304,1.0,1.0,324.5000000000266,15.110383117076267,1.0,1.0,0.031801000000002605,1780423992.4078965,2026-06-02 18:13:12,1780423992407.0
1780423992610-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",18.0,171.01878415979007,0.0,1.0,1.0,2.5,14.81858373158795,1.0,1.0,324.5000000000266,14.880461157388185,1.0,1.0,0.031801000000002605,1780423992.6098957,2026-06-02 18:13:12,1780423992609.0
1780423992811-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",18.0,171.01878415979007,0.0,1.0,1.0,2.5,14.86293337687718,1.0,1.0,324.5000000000266,14.931771435037218,1.0,1.0,0.031801000000002605,1780423992.811154,2026-06-02 18:13:12,1780423992811.0
1780423993013-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",18.0,171.01878415979007,0.0,1.0,1.0,2.5,15.38690739167012,1.0,1.0,324.5000000000266,14.94076478897164,1.0,1.0,0.031801000000002605,1780423993.0128202,2026-06-02 18:13:13,1780423993012.0
1780423993216-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",18.0,175.51878415979007,0.0,1.0,1.0,2.5,14.982490545853484,1.0,1.0,324.5000000000266,14.90661164053109,1.0,1.0,0.031801000000002605,1780423993.216532,2026-06-02 18:13:13,1780423993216.0
1780423993418-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",18.0,175.51878415979007,0.0,1.0,1.0,2.5,15.101051892610291,1.0,1.0,324.5000000000266,15.104233385683909,1.0,1.0,0.031801000000002605,1780423993.418296,2026-06-02 18:13:13,1780423993418.0
1780423993620-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",18.0,175.51878415979007,0.0,1.0,1.0,2.5,15.199664970059606,1.0,1.0,324.5000000000266,15.149821763919537,1.0,1.0,0.031801000000002605,1780423993.6198883,2026-06-02 18:13:13,1780423993619.0
1780423993821-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",18.0,180.01878415979007,0.0,1.0,1.0,2.5,15.124126693232558,1.0,1.0,324.5000000000266,14.894386899609147,1.0,1.0,0.031801000000002605,1780423993.8210225,2026-06-02 18:13:13,1780423993821.0
1780423994023-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",18.0,180.01878415979007,0.0,1.0,1.0,2.5,15.139997648078893,1.0,1.0,324.5000000000266,14.966105297330982,1.0,1.0,0.031801000000002605,1780423994.022853,2026-06-02 18:13:14,1780423994022.0
1780423994226-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",18.0,180.01878415979007,0.0,1.0,1.0,2.5,15.237479459281767,1.0,1.0,324.5000000000266,14.888630872320988,1.0,1.0,0.031801000000002605,1780423994.2259374,2026-06-02 18:13:14,1780423994225.0
1780423994427-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",18.0,184.51878415979007,0.0,1.0,1.0,2.5,15.20847481771061,1.0,1.0,324.5000000000266,15.01959040472034,1.0,1.0,0.031801000000002605,1780423994.4277327,2026-06-02 18:13:14,1780423994427.0
1780423994629-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",18.0,184.51878415979007,0.0,1.0,1.0,2.5,15.093656033605422,1.0,1.0,324.5000000000266,14.872790059987802,1.0,1.0,0.031801000000002605,1780423994.6292489,2026-06-02 18:13:14,1780423994629.0
1780423994832-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",18.0,184.51878415979007,0.0,1.0,1.0,2.5,15.384525013365108,1.0,1.0,324.5000000000266,14.900605672676503,1.0,1.0,0.031801000000002605,1780423994.8318253,2026-06-02 18:13:14,1780423994831.0
1780423995035-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",18.0,189.01878415979007,0.0,1.0,1.0,2.5,14.771604035383051,1.0,1.0,324.5000000000266,14.829421886263583,1.0,1.0,0.031801000000002605,1780423995.0348976,2026-06-02 18:13:15,1780423995034.0
1780423995239-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",18.0,189.01878415979007,0.0,1.0,1.0,2.5,14.553359403640611,1.0,1.0,324.5000000000266,14.86675885539363,1.0,1.0,0.031801000000002605,1780423995.2391312,2026-06-02 18:13:15,1780423995239.0
1780423995441-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",18.0,189.01878415979007,1.0,1.0,1.0,2.5,15.0,1.0,1.0,324.6500000000266,0.0,0.95,0.0,0.031801000000002605,1780423995.4408598,2026-06-02 18:13:15,1780423995440.0
1780423995644-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",14.0,189.01878415979007,1.0,1.0,1.0,2.5,14.98015386521326,1.0,1.0,324.6500000000266,0.0,0.8999999999999999,0.0,0.031815700000002604,1780423995.6442423,2026-06-02 18:13:15,1780423995644.0
1780423995849-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",14.0,189.01878415979007,1.0,1.0,1.0,2.5,14.943102223692053,1.0,1.0,324.6500000000266,0.0,0.8499999999999999,0.0,0.031815700000002604,1780423995.8488915,2026-06-02 18:13:15,1780423995848.0
1780423996052-0,"{""valid"": true, ""error_count"": 0, ""schema_version"": ""1.0""}",10.0,189.01878415979007,1.0,1.0,1.0,2.5,15.0,1.0,1.0,324.80000000002656,0.0,0.7999999999999998,0.0,0.031815700000002604,1780423996.052151,2026-06-02 18:13:16,1780423996052.0
